Liquidity,Best Market Cap,Best Sharpe,Avg Sharpe,Sharpe Range
1.0,0.7,0.4098446360591197,0.34839237503130727,0.18044740865349285
0.95,0.8,0.42173626904865286,0.3764207383986976,0.08555149476506119
0.9,0.9,0.42447055923795113,0.3725576585567706,0.11957684274765384
0.8,0.9,0.4232500713320531,0.3758477088973093,0.12592965511886212
0.7,0.9,0.4279620592808481,0.37210376944087076,0.13272640289631116
0.6,0.9,0.4135325443817013,0.36921286200191833,0.11351881015216264
0.5,1.0,0.4220391516741495,0.363363158193038,0.13395048341895344
0.4,0.8,0.39578354279832406,0.36168697407538636,0.07541087093018833
0.3,0.8,0.40235270842430954,0.36189529499375833,0.11089941744139264
